PCD_ID	victim	fulltext	primary_research	methods_strategy	methods_codes	code_list	all_codes	available_on_request	Title	URL	Description	Details	ShortDetails	Resource	Type	Identifiers	Db	EntrezUID	Properties
528	Rosa	1	1	0	0	0	0	0	A longitudinal study into the new and long-term use of self-monitoring blood glucose strips in the UK.	/pubmed/22127668	"Morgan CL, Griffin A, Chamberlain GH, Turkiendorf A, McEwan P, Evans LM, Owens DR."	Diabetes Ther. 2010 Aug;1(1):1-9. doi: 10.1007/s13300-010-0001-9. Epub 2010 Jul 28.	Diabetes Ther.  2010	PubMed	citation	PMID:22127668 | PMCID:PMC3118273	pubmed	22127668	create date:2010/08/01 | first author:Morgan CL
529	Evan	1	1	1	0	0	0	0	Risk of ischemic stroke in patients with Crohn's disease: a population-based nested case-control study.	/pubmed/20014016	"Andersohn F, Waring M, Garbe E."	Inflamm Bowel Dis. 2010 Aug;16(8):1387-92. doi: 10.1002/ibd.21187.	Inflamm Bowel Dis.  2010	PubMed	citation	PMID:20014016	pubmed	20014016	create date:2009/12/17 | first author:Andersohn F
534	Darren	1	1	1	1	1	1	1	Trends in the epidemiology of chronic obstructive pulmonary disease in England: a national study of 51 804 patients.	/pubmed/20594429	"Simpson CR, Hippisley-Cox J, Sheikh A."	Br J Gen Pract. 2010 Jul;60(576):277-84. doi: 10.3399/bjgp10X514729.	Br J Gen Pract.  2010	PubMed	citation	PMID:20594429 | PMCID:PMC2894402	pubmed	20594429	create date:2010/07/03 | first author:Simpson CR
536	Ivan	1	1	0	0	0	0	0	Rhythm control agents and adverse events in patients with atrial fibrillation.	/pubmed/20487051	"Taylor CJ, Hodgkinson J, Hobbs FD."	Int J Clin Pract. 2010 Jul;64(8):1069-75. doi: 10.1111/j.1742-1241.2010.02426.x. Epub 2010 May 12.	Int J Clin Pract.  2010	PubMed	citation	PMID:20487051	pubmed	20487051	create date:2010/05/22 | first author:Taylor CJ
539	Ivan	1	1	1	0	0	0	0	Measles in the United Kingdom 1990-2008 and the effectiveness of measles vaccines.	/pubmed/20470793	"Jick H, Hagberg KW."	Vaccine. 2010 Jun 23;28(29):4588-92. doi: 10.1016/j.vaccine.2010.04.084. Epub 2010 May 12.	Vaccine.  2010	PubMed	citation	PMID:20470793	pubmed	20470793	create date:2010/05/18 | first author:Jick H
540	Evan	1	1	1	0	0	0	0	Predicting the risk of chronic Kidney Disease in men and women in England and Wales: prospective derivation and external validation of the QKidney Scores.	/pubmed/20565929	"Hippisley-Cox J, Coupland C."	BMC Fam Pract. 2010 Jun 21;11:49. doi: 10.1186/1471-2296-11-49.	BMC Fam Pract.  2010	PubMed	citation	PMID:20565929 | PMCID:PMC2905345	pubmed	20565929	create date:2010/06/23 | first author:Hippisley-Cox J
542	Darren	1	0	NA	NA	NA	NA	NA	"Heptahelical receptors GprC and GprD of Aspergillus fumigatus Are essential regulators of colony growth, hyphal morphogenesis, and virulence."	/pubmed/20418440	"Gehrke A, Heinekamp T, Jacobsen ID, Brakhage AA."	Appl Environ Microbiol. 2010 Jun;76(12):3989-98. doi: 10.1128/AEM.00052-10. Epub 2010 Apr 23.	Appl Environ Microbiol.  2010	PubMed	citation	PMID:20418440 | PMCID:PMC2893470	pubmed	20418440	create date:2010/04/27 | first author:Gehrke A
543	Evan	1	1	1	0	1	0	0	Epidemiology of paediatric immune thrombocytopenia in the General Practice Research Database.	/pubmed/20377590	"Yong M, Schoonen WM, Li L, Kanas G, Coalson J, Mowat F, Fryzek J, Kaye JA."	Br J Haematol. 2010 Jun;149(6):855-64. doi: 10.1111/j.1365-2141.2010.08176.x. Epub 2010 Apr 4.	Br J Haematol.  2010	PubMed	citation	PMID:20377590	pubmed	20377590	create date:2010/04/10 | first author:Yong M
546	Darren	1	1	0	0	0	0	0	Long-term metformin use is associated with decreased risk of breast cancer.	/pubmed/20299480	"Bodmer M, Meier C, Krähenbühl S, Jick SS, Meier CR."	Diabetes Care. 2010 Jun;33(6):1304-8. doi: 10.2337/dc09-1791. Epub 2010 Mar 18.	Diabetes Care.  2010	PubMed	citation	PMID:20299480 | PMCID:PMC2875444	pubmed	20299480	create date:2010/03/20 | first author:Bodmer M
548	Darren	1	0	0	0	0	0	0	Validation of The Health Improvement Network (THIN) primary care database for monitoring prescriptions for smoking cessation medications.	/pubmed/20535756	"Langley TE, Szatkowski L, Gibson J, Huang Y, McNeill A, Coleman T, Lewis S."	Pharmacoepidemiol Drug Saf. 2010 Jun;19(6):586-90. doi: 10.1002/pds.1960.	Pharmacoepidemiol Drug Saf.  2010	PubMed	citation	PMID:20535756	pubmed	20535756	create date:2010/06/11 | first author:Langley TE
549	Dave	1	1	0	0	0	0	0	Validation of ischemic cerebrovascular diagnoses in the health improvement network (THIN).	/pubmed/20131328	"Ruigómez A, Martín-Merino E, Rodríguez LA."	Pharmacoepidemiol Drug Saf. 2010 Jun;19(6):579-85. doi: 10.1002/pds.1919.	Pharmacoepidemiol Drug Saf.  2010	PubMed	citation	PMID:20131328	pubmed	20131328	create date:2010/02/05 | first author:Ruigómez A
556	Evan	1	1	1	1	1	0	0	Anaphylaxis epidemiology in patients with and patients without asthma: a United Kingdom database review.	/pubmed/20392483	"González-Pérez A, Aponte Z, Vidaurre CF, Rodríguez LA."	J Allergy Clin Immunol. 2010 May;125(5):1098-1104.e1. doi: 10.1016/j.jaci.2010.02.009. Epub 2010 Apr 14.	J Allergy Clin Immunol.  2010	PubMed	citation	PMID:20392483	pubmed	20392483	create date:2010/04/16 | first author:González-Pérez A
561	Evan	1	1	1	0	0	0	0	Patients with severe psoriasis are at increased risk of cardiovascular mortality: cohort study using the General Practice Research Database.	/pubmed/20037179	"Mehta NN, Azfar RS, Shin DB, Neimann AL, Troxel AB, Gelfand JM."	Eur Heart J. 2010 Apr;31(8):1000-6. doi: 10.1093/eurheartj/ehp567. Epub 2009 Dec 27.	Eur Heart J.  2010	PubMed	citation	PMID:20037179 | PMCID:PMC2894736	pubmed	20037179	create date:2009/12/29 | first author:Mehta NN
562	Rosa	1	1	0	0	0	0	0	Chronic obstructive pulmonary disease and the risk of cardiovascular diseases.	/pubmed/20191376	"Schneider C, Bothner U, Jick SS, Meier CR."	Eur J Epidemiol. 2010 Apr;25(4):253-60. doi: 10.1007/s10654-010-9435-7. Epub 2010 Feb 27.	Eur J Epidemiol.  2010	PubMed	citation	PMID:20191376	pubmed	20191376	create date:2010/03/02 | first author:Schneider C
569	Rosa	1	0	0	0	0	0	0	Screening for cardiovascular risk in asymptomatic patients.	/pubmed/20298922	"Berger JS, Jordan CO, Lloyd-Jones D, Blumenthal RS."	J Am Coll Cardiol. 2010 Mar 23;55(12):1169-77. doi: 10.1016/j.jacc.2009.09.066.	J Am Coll Cardiol.  2010	PubMed	citation	PMID:20298922	pubmed	20298922	create date:2010/03/20 | first author:Berger JS
572	David	1	1	1	1	1	1	0	Trends in the epidemiology of smoking recorded in UK general practice.	/pubmed/20202355	"Simpson CR, Hippisley-Cox J, Sheikh A."	Br J Gen Pract. 2010 Mar;60(572):e121-7. doi: 10.3399/bjgp10X483544.	Br J Gen Pract.  2010	PubMed	citation	PMID:20202355 | PMCID:PMC2828860	pubmed	20202355	create date:2010/03/06 | first author:Simpson CR
574	Ivan	0	1	0	0	0	0	0	"Prospective drug safety monitoring using the UK primary-care General Practice Research Database: theoretical framework, feasibility analysis and extrapolation to future scenarios."	/pubmed/20158286	"Johansson S, Wallander MA, de Abajo FJ, García Rodríguez LA."	Drug Saf. 2010 Mar 1;33(3):223-32. doi: 10.2165/11319010-000000000-00000.	Drug Saf.  2010	PubMed	citation	PMID:20158286	pubmed	20158286	create date:2010/02/18 | first author:Johansson S
576	Ivan	1	1	0	0	0	0	0	Resource implications and budget impact of managing cow milk allergy in the UK.	/pubmed/20092426	"Sladkevicius E, Nagy E, Lack G, Guest JF."	J Med Econ. 2010 Mar;13(1):119-28. doi: 10.3111/13696990903543242.	J Med Econ.  2010	PubMed	citation	PMID:20092426	pubmed	20092426	create date:2010/01/23 | first author:Sladkevicius E
578	Edmore	1	1	1	1	0	0	0	Cancer risk in association with Parkinson disease: a population-based study.	/pubmed/19945903	"Becker C, Brobert GP, Johansson S, Jick SS, Meier CR."	Parkinsonism Relat Disord. 2010 Mar;16(3):186-90. doi: 10.1016/j.parkreldis.2009.11.005. Epub 2009 Nov 28.	Parkinsonism Relat Disord.  2010	PubMed	citation	PMID:19945903	pubmed	19945903	create date:2009/12/01 | first author:Becker C
587	Edmore	1	1	0	0	0	0	0	Risk for incident atrial fibrillation in patients who receive antihypertensive drugs: a nested case-control study.	/pubmed/20083826	"Schaer BA, Schneider C, Jick SS, Conen D, Osswald S, Meier CR."	Ann Intern Med. 2010 Jan 19;152(2):78-84. doi: 10.7326/0003-4819-152-2-201001190-00005.	Ann Intern Med.  2010	PubMed	citation	PMID:20083826	pubmed	20083826	create date:2010/01/20 | first author:Schaer BA
588	Rosa	1	1	0	0	0	0	0	Association of smoking with amyotrophic lateral sclerosis risk and survival in men and women: a prospective study.	/pubmed/20074360	"Alonso A, Logroscino G, Jick SS, Hernán MA."	BMC Neurol. 2010 Jan 14;10:6. doi: 10.1186/1471-2377-10-6.	BMC Neurol.  2010	PubMed	citation	PMID:20074360 | PMCID:PMC2820482	pubmed	20074360	create date:2010/01/16 | first author:Alonso A
593	Dave	1	1	0	0	0	0	0	Risk of Upper Gastrointestinal Bleeding in a Cohort of New Users of Low-Dose ASA for Secondary Prevention of Cardiovascular Outcomes.	/pubmed/21811460	"Cea Soriano L, Rodríguez LA."	Front Pharmacol. 2010;1:126. doi: 10.3389/fphar.2010.00126.	Front Pharmacol.  2010	PubMed	citation	PMID:21811460 | PMCID:PMC3140176	pubmed	21811460	create date:2010/01/01 | first author:Cea Soriano L
594	Darren	1	1	0	0	0	0	0	Temporal trends in hip and knee replacement in the United Kingdom: 1991 to 2006.	/pubmed/20044691	"Culliford DJ, Maskell J, Beard DJ, Murray DW, Price AJ, Arden NK."	J Bone Joint Surg Br. 2010 Jan;92(1):130-5. doi: 10.1302/0301-620X.92B1.22654.	J Bone Joint Surg Br.  2010	PubMed	citation	PMID:20044691	pubmed	20044691	create date:2010/01/02 | first author:Culliford DJ
600	Evan	1	1	1	0	1	0	1	Risk of cardiovascular disease and all cause mortality among patients with type 2 diabetes prescribed oral antidiabetes drugs: retrospective cohort study using UK general practice research database.	/pubmed/19959591	"Tzoulaki I, Molokhia M, Curcin V, Little MP, Millett CJ, Ng A, Hughes RI, Khunti K, Wilkins MR, Majeed A, Elliott P."	BMJ. 2009 Dec 3;339:b4731. doi: 10.1136/bmj.b4731.	BMJ.  2009	PubMed	citation	PMID:19959591 | PMCID:PMC2788912	pubmed	19959591	create date:2009/12/05 | first author:Tzoulaki I
601	Darren	1	1	0	0	0	0	0	Malignancies in the rheumatoid arthritis abatacept clinical development programme: an epidemiological assessment.	/pubmed/19054822	"Simon TA, Smitten AL, Franklin J, Askling J, Lacaille D, Wolfe F, Hochberg MC, Qi K, Suissa S."	Ann Rheum Dis. 2009 Dec;68(12):1819-26. doi: 10.1136/ard.2008.097527. Epub 2008 Dec 3.	Ann Rheum Dis.  2009	PubMed	citation	PMID:19054822 | PMCID:PMC2770103	pubmed	19054822	create date:2008/12/05 | first author:Simon TA
604	Darren	1	1	1	0	0	0	0	Establishing the sequential progression of multiple allergic diagnoses in a UK birth cohort using the General Practice Research Database.	/pubmed/19817751	"Punekar YS, Sheikh A."	Clin Exp Allergy. 2009 Dec;39(12):1889-95. doi: 10.1111/j.1365-2222.2009.03366.x. Epub 2009 Oct 7.	Clin Exp Allergy.  2009	PubMed	citation	PMID:19817751	pubmed	19817751	create date:2009/10/13 | first author:Punekar YS
614	Ivan	1	1	0	0	0	0	0	A population-based study of acute medical conditions associated with bullous pemphigoid.	/pubmed/19681857	"Langan SM, Hubbard R, Fleming K, West J."	Br J Dermatol. 2009 Nov;161(5):1149-52. doi: 10.1111/j.1365-2133.2009.09350.x. Epub 2009 Jun 11.	Br J Dermatol.  2009	PubMed	citation	PMID:19681857	pubmed	19681857	create date:2009/08/18 | first author:Langan SM
615	Ivan	1	1	0	0	0	0	0	Acid-suppressive drugs and community-acquired pneumonia.	/pubmed/19797970	"Rodríguez LA, Ruigómez A, Wallander MA, Johansson S."	Epidemiology. 2009 Nov;20(6):800-6. doi: 10.1097/EDE.0b013e3181b5f27d.	Epidemiology.  2009	PubMed	citation	PMID:19797970	pubmed	19797970	create date:2009/10/03 | first author:Rodríguez LA
616	Edmore	1	0	NA	NA	NA	NA	NA	"NR2E3 mutations in enhanced S-cone sensitivity syndrome (ESCS), Goldmann-Favre syndrome (GFS), clumped pigmentary retinal degeneration (CPRD), and retinitis pigmentosa (RP)."	/pubmed/19718767	"Schorderet DF, Escher P."	Hum Mutat. 2009 Nov;30(11):1475-85. doi: 10.1002/humu.21096. Review.	Hum Mutat.  2009	PubMed	citation	PMID:19718767	pubmed	19718767	create date:2009/09/01 | first author:Schorderet DF
623	Ivan	1	1	0	0	1	0	0	Identification of new risk factors for pneumonia: population-based case-control study.	/pubmed/19843413	"Vinogradova Y, Hippisley-Cox J, Coupland C."	Br J Gen Pract. 2009 Oct;59(567):e329-38. doi: 10.3399/bjgp09X472629.	Br J Gen Pract.  2009	PubMed	citation	PMID:19843413 | PMCID:PMC2751937	pubmed	19843413	create date:2009/10/22 | first author:Vinogradova Y
624	David	1	1	1	1	1	0	0	Reduced antibiotic prescribing for acute respiratory infections in adults and children.	/pubmed/19843412	"Meropol SB, Chen Z, Metlay JP."	Br J Gen Pract. 2009 Oct;59(567):e321-8. doi: 10.3399/bjgp09X472610.	Br J Gen Pract.  2009	PubMed	citation	PMID:19843412 | PMCID:PMC2751936	pubmed	19843412	create date:2009/10/22 | first author:Meropol SB
627	Dave	1	1	0	0	0	0	1	Pneumonia mortality in a UK general practice population cohort.	/pubmed/19549803	"Myles PR, Hubbard RB, Gibson JE, Pogson Z, Smith CJ, McKeever TM."	Eur J Public Health. 2009 Oct;19(5):521-6. doi: 10.1093/eurpub/ckp081. Epub 2009 Jun 23.	Eur J Public Health.  2009	PubMed	citation	PMID:19549803	pubmed	19549803	create date:2009/06/25 | first author:Myles PR
630	David	1	1	0	0	0	0	0	Trends in the prescription of anti-diabetic medications in the United Kingdom: a population-based analysis.	/pubmed/19621344	"Filion KB, Joseph L, Boivin JF, Suissa S, Brophy JM."	Pharmacoepidemiol Drug Saf. 2009 Oct;18(10):973-6. doi: 10.1002/pds.1802.	Pharmacoepidemiol Drug Saf.  2009	PubMed	citation	PMID:19621344	pubmed	19621344	create date:2009/07/22 | first author:Filion KB
631	Darren	1	1	1	1	1	1	0	Selection of medical diagnostic codes for analysis of electronic patient records. Application to stroke in a primary care database.	/pubmed/19777060	"Gulliford MC, Charlton J, Ashworth M, Rudd AG, Toschke AM; eCRT Research Team."	PLoS One. 2009 Sep 24;4(9):e7168. doi: 10.1371/journal.pone.0007168.	PLoS One.  2009	PubMed	citation	PMID:19777060 | PMCID:PMC2744876	pubmed	19777060	create date:2009/09/25 | first author:Gulliford MC
635	Evan	1	1	1	1	1	1	NA	Validity of The Health Improvement Network (THIN) for epidemiologic studies of hepatitis C virus infection.	/pubmed/19551699	"Lo Re V 3rd, Haynes K, Forde KA, Localio AR, Schinnar R, Lewis JD."	Pharmacoepidemiol Drug Saf. 2009 Sep;18(9):807-14. doi: 10.1002/pds.1784.	Pharmacoepidemiol Drug Saf.  2009	PubMed	citation	PMID:19551699 | PMCID:PMC2735008	pubmed	19551699	create date:2009/06/25 | first author:Lo Re V 3rd
637	Evan	1	1	1	0	0	0	0	Assessing the impact of cannabis use on trends in diagnosed schizophrenia in the United Kingdom from 1996 to 2005.	/pubmed/19560900	"Frisher M, Crome I, Martino O, Croft P."	Schizophr Res. 2009 Sep;113(2-3):123-8. doi: 10.1016/j.schres.2009.05.031. Epub 2009 Jun 27.	Schizophr Res.  2009	PubMed	citation	PMID:19560900	pubmed	19560900	create date:2009/06/30 | first author:Frisher M
638	Evan	1	1	0	0	0	0	0	Risk of cardiovascular and cerebrovascular events after atrial fibrillation diagnosis.	/pubmed/18625526	"Ruigómez A, Johansson S, Wallander MA, Edvardsson N, García Rodríguez LA."	Int J Cardiol. 2009 Aug 14;136(2):186-92. doi: 10.1016/j.ijcard.2008.04.050. Epub 2008 Jul 14.	Int J Cardiol.  2009	PubMed	citation	PMID:18625526	pubmed	18625526	create date:2008/07/16 | first author:Ruigómez A
641	Rosa	1	1	0	0	0	0	0	Utilization characteristics and treatment persistence in patients prescribed low-dose buprenorphine patches in primary care in the United Kingdom: a retrospective cohort study.	/pubmed/19808129	"Gallagher AM, Leighton-Scott J, van Staa TP."	Clin Ther. 2009 Aug;31(8):1707-15. doi: 10.1016/j.clinthera.2009.08.022.	Clin Ther.  2009	PubMed	citation	PMID:19808129	pubmed	19808129	create date:2009/10/08 | first author:Gallagher AM
647	Dave	0	1	NA	NA	NA	NA	NA	The pattern of risk of myocardial infarction in patients taking asthma medication: a study with the General Practice Research Database.	/pubmed/19491706	"Zhang B, de Vries F, Setakis E, van Staa TP."	J Hypertens. 2009 Jul;27(7):1485-92. doi: 10.1097/HJH.0b013e32832af68d.	J Hypertens.  2009	PubMed	citation	PMID:19491706	pubmed	19491706	create date:2009/06/06 | first author:Zhang B
652	Evan	1	1	1	0	0	0	0	Incidence and lifetime risk of motor neuron disease in the United Kingdom: a population-based study.	/pubmed/19475756	"Alonso A, Logroscino G, Jick SS, Hernán MA."	Eur J Neurol. 2009 Jun;16(6):745-51.	Eur J Neurol.  2009	PubMed	citation	PMID:19475756 | PMCID:PMC3093130	pubmed	19475756	create date:2009/05/29 | first author:Alonso A
655	Rosa	1	1	0	0	0	0	0	Long-term use of antidepressants for depressive disorders and the risk of diabetes mellitus.	/pubmed/19339356	"Andersohn F, Schade R, Suissa S, Garbe E."	Am J Psychiatry. 2009 May;166(5):591-8. doi: 10.1176/appi.ajp.2008.08071065. Epub 2009 Apr 1.	Am J Psychiatry.  2009	PubMed	citation	PMID:19339356	pubmed	19339356	create date:2009/04/03 | first author:Andersohn F
657	Rosa	1	1	0	0	1	0	0	Antibiotic prescribing and outcomes of lower respiratory tract infection in UK primary care.	/pubmed/19420194	"Winchester CC, Macfarlane TV, Thomas M, Price D."	Chest. 2009 May;135(5):1163-72. doi: 10.1378/chest.07-2940.	Chest.  2009	PubMed	citation	PMID:19420194	pubmed	19420194	create date:2009/05/08 | first author:Winchester CC
659	Evan	1	1	1	1	0	0	1	The incidence of pneumonia using data from a computerized general practice database.	/pubmed/18840320	"Myles PR, McKeever TM, Pogson Z, Smith CJ, Hubbard RB."	Epidemiol Infect. 2009 May;137(5):709-16. doi: 10.1017/S0950268808001428. Epub 2008 Oct 8.	Epidemiol Infect.  2009	PubMed	citation	PMID:18840320	pubmed	18840320	create date:2008/10/09 | first author:Myles PR
665	Dave	1	1	0	0	0	0	0	Combined oral contraceptive use and the risk of systemic lupus erythematosus.	/pubmed/19333988	"Bernier MO, Mikaeloff Y, Hudson M, Suissa S."	Arthritis Rheum. 2009 Apr 15;61(4):476-81. doi: 10.1002/art.24398.	Arthritis Rheum.  2009	PubMed	citation	PMID:19333988	pubmed	19333988	create date:2009/04/01 | first author:Bernier MO
666	Rosa	1	1	1	1	0	0	0	"Hyperlipidaemia, statin use and the risk of developing rheumatoid arthritis."	/pubmed/18662929	"Jick SS, Choi H, Li L, McInnes IB, Sattar N."	Ann Rheum Dis. 2009 Apr;68(4):546-51. doi: 10.1136/ard.2008.091967. Epub 2008 Jul 28.	Ann Rheum Dis.  2009	PubMed	citation	PMID:18662929	pubmed	18662929	create date:2008/07/30 | first author:Jick SS
668	Ivan	1	1	1	0	0	0	0	Antidiabetic action of bezafibrate in a large observational database.	/pubmed/19131462	"Flory JH, Ellenberg S, Szapary PO, Strom BL, Hennessy S."	Diabetes Care. 2009 Apr;32(4):547-51. doi: 10.2337/dc08-1809. Epub 2009 Jan 8.	Diabetes Care.  2009	PubMed	citation	PMID:19131462 | PMCID:PMC2660490	pubmed	19131462	create date:2009/01/10 | first author:Flory JH
670	David	1	1	0	0	0	0	0	"Lithium, antipsychotics, and risk of psoriasis."	/pubmed/19512974	"Brauchli YB, Jick SS, Curtin F, Meier CR."	J Clin Psychopharmacol. 2009 Apr;29(2):134-40. doi: 10.1097/JCP.0b013e31819a4b7c.	J Clin Psychopharmacol.  2009	PubMed	citation	PMID:19512974	pubmed	19512974	create date:2009/06/11 | first author:Brauchli YB
675	David	1	1	0	0	0	0	0	Are individuals with an autoimmune disease at higher risk of a second autoimmune disorder?	/pubmed/19224981	"Somers EC, Thomas SL, Smeeth L, Hall AJ."	Am J Epidemiol. 2009 Mar 15;169(6):749-55. doi: 10.1093/aje/kwn408. Epub 2009 Feb 18.	Am J Epidemiol.  2009	PubMed	citation	PMID:19224981	pubmed	19224981	create date:2009/02/20 | first author:Somers EC
678	Edmore	1	1	0	0	0	0	0	Attention-deficit hyperactivity disorder: treatment discontinuation in adolescents and young adults.	/pubmed/19252159	"McCarthy S, Asherson P, Coghill D, Hollis C, Murray M, Potts L, Sayal K, de Soysa R, Taylor E, Williams T, Wong IC."	Br J Psychiatry. 2009 Mar;194(3):273-7. doi: 10.1192/bjp.bp.107.045245.	Br J Psychiatry.  2009	PubMed	citation	PMID:19252159	pubmed	19252159	create date:2009/03/03 | first author:McCarthy S
679	Rosa	1	1	0	0	0	0	0	Trends in drug misuse recorded in primary care in the UK from 1998 to 2005.	/pubmed/18836199	"Frisher M, Martino O, Crome I, Croft P."	J Public Health (Oxf). 2009 Mar;31(1):69-73. doi: 10.1093/pubmed/fdn081. Epub 2008 Oct 4.	J Public Health (Oxf).  2009	PubMed	citation	PMID:18836199	pubmed	18836199	create date:2008/10/07 | first author:Frisher M
686	Edmore	1	1	1	0	0	0	0	Effect of antibiotics for otitis media on mastoiditis in children: a retrospective cohort study using the United kingdom general practice research database.	/pubmed/19171605	"Thompson PL, Gilbert RE, Long PF, Saxena S, Sharland M, Wong IC."	Pediatrics. 2009 Feb;123(2):424-30. doi: 10.1542/peds.2007-3349.	Pediatrics.  2009	PubMed	citation	PMID:19171605	pubmed	19171605	create date:2009/01/28 | first author:Thompson PL
688	Rosa	1	1	0	0	0	0	0	The case-crossover study design in pharmacoepidemiology.	/pubmed/18765504	"Delaney JA, Suissa S."	Stat Methods Med Res. 2009 Feb;18(1):53-65. doi: 10.1177/0962280208092346. Epub 2008 Sep 2.	Stat Methods Med Res.  2009	PubMed	citation	PMID:18765504	pubmed	18765504	create date:2008/09/04 | first author:Delaney JA
689	David	1	0	1	1	1	1	1	Use of primary care electronic medical record database in drug efficacy research on cardiovascular outcomes: comparison of database and randomised controlled trial findings.	/pubmed/19174434	"Tannen RL, Weiner MG, Xie D."	BMJ. 2009 Jan 27;338:b81. doi: 10.1136/bmj.b81.	BMJ.  2009	PubMed	citation	PMID:19174434 | PMCID:PMC2769067	pubmed	19174434	create date:2009/01/29 | first author:Tannen RL
690	Rosa	1	1	0	1	0	0	0	Study of adverse outcomes in women using testosterone therapy.	/pubmed/19108962	"van Staa TP, Sprafka JM."	Maturitas. 2009 Jan 20;62(1):76-80. doi: 10.1016/j.maturitas.2008.11.001. Epub 2008 Dec 24.	Maturitas.  2009	PubMed	citation	PMID:19108962	pubmed	19108962	create date:2008/12/26 | first author:van Staa TP
691	Rosa	1	1	0	0	0	0	0	Improved glycaemic control by switching from insulin NPH to insulin glargine: a retrospective observational study.	/pubmed/19152692	"Sharplin P, Gordon J, Peters JR, Tetlow AP, Longman AJ, McEwan P."	Cardiovasc Diabetol. 2009 Jan 19;8:3. doi: 10.1186/1475-2840-8-3.	Cardiovasc Diabetol.  2009	PubMed	citation	PMID:19152692 | PMCID:PMC2637245	pubmed	19152692	create date:2009/01/21 | first author:Sharplin P
694	Evan	1	1	1	1	1	0	0	The epidemiology of haemochromatosis: a population-based study.	/pubmed/18945251	"Crooks CJ, West J, Solaymani-Dodaran M, Card TR."	Aliment Pharmacol Ther. 2009 Jan;29(2):183-92. doi: 10.1111/j.1365-2036.2008.03874.x. Epub 2008 Oct 20.	Aliment Pharmacol Ther.  2009	PubMed	citation	PMID:18945251	pubmed	18945251	create date:2008/10/24 | first author:Crooks CJ
695	Edmore	1	1	1	1	0	0	0	Prescribing trends in asthma: a longitudinal observational study.	/pubmed/18701558	"Turner S, Thomas M, von Ziegenweidt J, Price D."	Arch Dis Child. 2009 Jan;94(1):16-22. doi: 10.1136/adc.2008.140681. Epub 2008 Aug 13.	Arch Dis Child.  2009	PubMed	citation	PMID:18701558	pubmed	18701558	create date:2008/08/15 | first author:Turner S
696	Edmore	1	1	1	0	0	0	0	Prevalence and predictors of lipid abnormalities in patients treated with statins in the UK general practice.	/pubmed/18457840	"Phatak H, Wentworth C, Sazonov V, Burke T."	Atherosclerosis. 2009 Jan;202(1):225-33. doi: 10.1016/j.atherosclerosis.2008.03.016. Epub 2008 Mar 27.	Atherosclerosis.  2009	PubMed	citation	PMID:18457840	pubmed	18457840	create date:2008/05/07 | first author:Phatak H
697	David	1	1	1	0	0	0	0	The risk of venous thromboembolism associated with the use of tranexamic acid and other drugs used to treat menorrhagia: a case-control study using the General Practice Research Database.	/pubmed/19016686	"Sundström A, Seaman H, Kieler H, Alfredsson L."	BJOG. 2009 Jan;116(1):91-7. doi: 10.1111/j.1471-0528.2008.01926.x. Epub 2008 Nov 11.	BJOG.  2009	PubMed	citation	PMID:19016686	pubmed	19016686	create date:2008/11/20 | first author:Sundström A
702	Darren	1	0	NA	NA	NA	NA	NA	Rise in psychotropic drug prescribing in children and adolescents during 1992-2001: a population-based study in the UK.	/pubmed/19266290	"Hsia Y, Maclennan K."	Eur J Epidemiol. 2009;24(4):211-6. doi: 10.1007/s10654-009-9321-3. Epub 2009 Mar 5.	Eur J Epidemiol.  2009	PubMed	citation	PMID:19266290	pubmed	19266290	create date:2009/03/07 | first author:Hsia Y
712	David	1	1	0	0	0	0	0	Psoriasis and the risk of incident diabetes mellitus: a population-based study.	/pubmed/18782318	"Brauchli YB, Jick SS, Meier CR."	Br J Dermatol. 2008 Dec;159(6):1331-7. doi: 10.1111/j.1365-2133.2008.08814.x. Epub 2008 Sep 6.	Br J Dermatol.  2008	PubMed	citation	PMID:18782318	pubmed	18782318	create date:2008/09/11 | first author:Brauchli YB
714	Edmore	1	1	1	0	0	0	0	"Panic disorder and risk of new onset coronary heart disease, acute myocardial infarction, and cardiac mortality: cohort study using the general practice research database."	/pubmed/18948354	"Walters K, Rait G, Petersen I, Williams R, Nazareth I."	Eur Heart J. 2008 Dec;29(24):2981-8. doi: 10.1093/eurheartj/ehn477. Epub 2008 Oct 23.	Eur Heart J.  2008	PubMed	citation	PMID:18948354	pubmed	18948354	create date:2008/10/25 | first author:Walters K
717	Edmore	1	1	1	1	1	1	0	Diagnostic codes for sudden cardiac death and ventricular arrhythmia functioned poorly to identify outpatient events in EPIC's General Practice Research Database.	/pubmed/18613261	"Hennessy S, Leonard CE, Palumbo CM, Bilker WB, Newcomb C, Kimmel SE."	Pharmacoepidemiol Drug Saf. 2008 Dec;17(12):1131-6. doi: 10.1002/pds.1632.	Pharmacoepidemiol Drug Saf.  2008	PubMed	citation	PMID:18613261 | PMCID:PMC2596275	pubmed	18613261	create date:2008/07/10 | first author:Hennessy S
718	David	1	1	1	1	0	0	0	Use of hormonal contraceptive methods by women with diabetes.	/pubmed/19019754	"Shawe J, Mulnier H, Nicholls P, Lawrenson R."	Prim Care Diabetes. 2008 Dec;2(4):195-9. doi: 10.1016/j.pcd.2008.10.003. Epub 2008 Nov 18.	Prim Care Diabetes.  2008	PubMed	citation	PMID:19019754	pubmed	19019754	create date:2008/11/21 | first author:Shawe J
