"PCD_ID" "fulltext" "primary_research" "methods_strategy" "methods_codes" "code_list" "all_codes" "available_on_request" "Title" "URL" "Description" "Details" "ShortDetails" "Resource" "Type" "Identifiers" "Db" "EntrezUID" "Properties" "anycodes" "anyorrequest" "year"
"211" 604 1 1 1 0 0 0 0 "Establishing the sequential progression of multiple allergic diagnoses in a UK birth cohort using the General Practice Research Database." "/pubmed/19817751" "Punekar YS, Sheikh A." "Clin Exp Allergy. 2009 Dec;39(12):1889-95. doi: 10.1111/j.1365-2222.2009.03366.x. Epub 2009 Oct 7." "Clin Exp Allergy.  2009" "PubMed" "citation" "PMID:19817751" "pubmed" 19817751 "create date:2009/10/13 | first author:Punekar YS" 0 0 2009
"212" 614 1 1 0 0 0 0 0 "A population-based study of acute medical conditions associated with bullous pemphigoid." "/pubmed/19681857" "Langan SM, Hubbard R, Fleming K, West J." "Br J Dermatol. 2009 Nov;161(5):1149-52. doi: 10.1111/j.1365-2133.2009.09350.x. Epub 2009 Jun 11." "Br J Dermatol.  2009" "PubMed" "citation" "PMID:19681857" "pubmed" 19681857 "create date:2009/08/18 | first author:Langan SM" 0 0 2009
"213" 615 1 1 0 0 0 0 0 "Acid-suppressive drugs and community-acquired pneumonia." "/pubmed/19797970" "Rodríguez LA, Ruigómez A, Wallander MA, Johansson S." "Epidemiology. 2009 Nov;20(6):800-6. doi: 10.1097/EDE.0b013e3181b5f27d." "Epidemiology.  2009" "PubMed" "citation" "PMID:19797970" "pubmed" 19797970 "create date:2009/10/03 | first author:Rodríguez LA" 0 0 2009
"215" 623 1 1 0 0 1 0 0 "Identification of new risk factors for pneumonia: population-based case-control study." "/pubmed/19843413" "Vinogradova Y, Hippisley-Cox J, Coupland C." "Br J Gen Pract. 2009 Oct;59(567):e329-38. doi: 10.3399/bjgp09X472629." "Br J Gen Pract.  2009" "PubMed" "citation" "PMID:19843413 | PMCID:PMC2751937" "pubmed" 19843413 "create date:2009/10/22 | first author:Vinogradova Y" 1 1 2009
"216" 624 1 1 1 1 1 0 0 "Reduced antibiotic prescribing for acute respiratory infections in adults and children." "/pubmed/19843412" "Meropol SB, Chen Z, Metlay JP." "Br J Gen Pract. 2009 Oct;59(567):e321-8. doi: 10.3399/bjgp09X472610." "Br J Gen Pract.  2009" "PubMed" "citation" "PMID:19843412 | PMCID:PMC2751936" "pubmed" 19843412 "create date:2009/10/22 | first author:Meropol SB" 1 1 2009
"217" 627 1 1 0 0 0 0 1 "Pneumonia mortality in a UK general practice population cohort." "/pubmed/19549803" "Myles PR, Hubbard RB, Gibson JE, Pogson Z, Smith CJ, McKeever TM." "Eur J Public Health. 2009 Oct;19(5):521-6. doi: 10.1093/eurpub/ckp081. Epub 2009 Jun 23." "Eur J Public Health.  2009" "PubMed" "citation" "PMID:19549803" "pubmed" 19549803 "create date:2009/06/25 | first author:Myles PR" 0 1 2009
"218" 630 1 1 0 0 0 0 0 "Trends in the prescription of anti-diabetic medications in the United Kingdom: a population-based analysis." "/pubmed/19621344" "Filion KB, Joseph L, Boivin JF, Suissa S, Brophy JM." "Pharmacoepidemiol Drug Saf. 2009 Oct;18(10):973-6. doi: 10.1002/pds.1802." "Pharmacoepidemiol Drug Saf.  2009" "PubMed" "citation" "PMID:19621344" "pubmed" 19621344 "create date:2009/07/22 | first author:Filion KB" 0 0 2009
"219" 631 1 1 1 1 1 1 0 "Selection of medical diagnostic codes for analysis of electronic patient records. Application to stroke in a primary care database." "/pubmed/19777060" "Gulliford MC, Charlton J, Ashworth M, Rudd AG, Toschke AM; eCRT Research Team." "PLoS One. 2009 Sep 24;4(9):e7168. doi: 10.1371/journal.pone.0007168." "PLoS One.  2009" "PubMed" "citation" "PMID:19777060 | PMCID:PMC2744876" "pubmed" 19777060 "create date:2009/09/25 | first author:Gulliford MC" 1 1 2009
"220" 635 1 1 1 1 1 1 NA "Validity of The Health Improvement Network (THIN) for epidemiologic studies of hepatitis C virus infection." "/pubmed/19551699" "Lo Re V 3rd, Haynes K, Forde KA, Localio AR, Schinnar R, Lewis JD." "Pharmacoepidemiol Drug Saf. 2009 Sep;18(9):807-14. doi: 10.1002/pds.1784." "Pharmacoepidemiol Drug Saf.  2009" "PubMed" "citation" "PMID:19551699 | PMCID:PMC2735008" "pubmed" 19551699 "create date:2009/06/25 | first author:Lo Re V 3rd" 1 0 2009
"221" 637 1 1 1 0 0 0 0 "Assessing the impact of cannabis use on trends in diagnosed schizophrenia in the United Kingdom from 1996 to 2005." "/pubmed/19560900" "Frisher M, Crome I, Martino O, Croft P." "Schizophr Res. 2009 Sep;113(2-3):123-8. doi: 10.1016/j.schres.2009.05.031. Epub 2009 Jun 27." "Schizophr Res.  2009" "PubMed" "citation" "PMID:19560900" "pubmed" 19560900 "create date:2009/06/30 | first author:Frisher M" 0 0 2009
"222" 638 1 1 0 0 0 0 0 "Risk of cardiovascular and cerebrovascular events after atrial fibrillation diagnosis." "/pubmed/18625526" "Ruigómez A, Johansson S, Wallander MA, Edvardsson N, García Rodríguez LA." "Int J Cardiol. 2009 Aug 14;136(2):186-92. doi: 10.1016/j.ijcard.2008.04.050. Epub 2008 Jul 14." "Int J Cardiol.  2009" "PubMed" "citation" "PMID:18625526" "pubmed" 18625526 "create date:2008/07/16 | first author:Ruigómez A" 0 0 2008
"223" 641 1 1 0 0 0 0 0 "Utilization characteristics and treatment persistence in patients prescribed low-dose buprenorphine patches in primary care in the United Kingdom: a retrospective cohort study." "/pubmed/19808129" "Gallagher AM, Leighton-Scott J, van Staa TP." "Clin Ther. 2009 Aug;31(8):1707-15. doi: 10.1016/j.clinthera.2009.08.022." "Clin Ther.  2009" "PubMed" "citation" "PMID:19808129" "pubmed" 19808129 "create date:2009/10/08 | first author:Gallagher AM" 0 0 2009
"225" 652 1 1 1 0 0 0 0 "Incidence and lifetime risk of motor neuron disease in the United Kingdom: a population-based study." "/pubmed/19475756" "Alonso A, Logroscino G, Jick SS, Hernán MA." "Eur J Neurol. 2009 Jun;16(6):745-51." "Eur J Neurol.  2009" "PubMed" "citation" "PMID:19475756 | PMCID:PMC3093130" "pubmed" 19475756 "create date:2009/05/29 | first author:Alonso A" 0 0 2009
"226" 655 1 1 0 0 0 0 0 "Long-term use of antidepressants for depressive disorders and the risk of diabetes mellitus." "/pubmed/19339356" "Andersohn F, Schade R, Suissa S, Garbe E." "Am J Psychiatry. 2009 May;166(5):591-8. doi: 10.1176/appi.ajp.2008.08071065. Epub 2009 Apr 1." "Am J Psychiatry.  2009" "PubMed" "citation" "PMID:19339356" "pubmed" 19339356 "create date:2009/04/03 | first author:Andersohn F" 0 0 2009
"227" 657 1 1 0 0 1 0 0 "Antibiotic prescribing and outcomes of lower respiratory tract infection in UK primary care." "/pubmed/19420194" "Winchester CC, Macfarlane TV, Thomas M, Price D." "Chest. 2009 May;135(5):1163-72. doi: 10.1378/chest.07-2940." "Chest.  2009" "PubMed" "citation" "PMID:19420194" "pubmed" 19420194 "create date:2009/05/08 | first author:Winchester CC" 1 1 2009
"228" 659 1 1 1 1 0 0 1 "The incidence of pneumonia using data from a computerized general practice database." "/pubmed/18840320" "Myles PR, McKeever TM, Pogson Z, Smith CJ, Hubbard RB." "Epidemiol Infect. 2009 May;137(5):709-16. doi: 10.1017/S0950268808001428. Epub 2008 Oct 8." "Epidemiol Infect.  2009" "PubMed" "citation" "PMID:18840320" "pubmed" 18840320 "create date:2008/10/09 | first author:Myles PR" 1 1 2008
"229" 665 1 1 0 0 0 0 0 "Combined oral contraceptive use and the risk of systemic lupus erythematosus." "/pubmed/19333988" "Bernier MO, Mikaeloff Y, Hudson M, Suissa S." "Arthritis Rheum. 2009 Apr 15;61(4):476-81. doi: 10.1002/art.24398." "Arthritis Rheum.  2009" "PubMed" "citation" "PMID:19333988" "pubmed" 19333988 "create date:2009/04/01 | first author:Bernier MO" 0 0 2009
"230" 666 1 1 1 1 0 0 0 "Hyperlipidaemia, statin use and the risk of developing rheumatoid arthritis." "/pubmed/18662929" "Jick SS, Choi H, Li L, McInnes IB, Sattar N." "Ann Rheum Dis. 2009 Apr;68(4):546-51. doi: 10.1136/ard.2008.091967. Epub 2008 Jul 28." "Ann Rheum Dis.  2009" "PubMed" "citation" "PMID:18662929" "pubmed" 18662929 "create date:2008/07/30 | first author:Jick SS" 1 1 2008
"231" 668 1 1 1 0 0 0 0 "Antidiabetic action of bezafibrate in a large observational database." "/pubmed/19131462" "Flory JH, Ellenberg S, Szapary PO, Strom BL, Hennessy S." "Diabetes Care. 2009 Apr;32(4):547-51. doi: 10.2337/dc08-1809. Epub 2009 Jan 8." "Diabetes Care.  2009" "PubMed" "citation" "PMID:19131462 | PMCID:PMC2660490" "pubmed" 19131462 "create date:2009/01/10 | first author:Flory JH" 0 0 2009
"232" 670 1 1 0 0 0 0 0 "Lithium, antipsychotics, and risk of psoriasis." "/pubmed/19512974" "Brauchli YB, Jick SS, Curtin F, Meier CR." "J Clin Psychopharmacol. 2009 Apr;29(2):134-40. doi: 10.1097/JCP.0b013e31819a4b7c." "J Clin Psychopharmacol.  2009" "PubMed" "citation" "PMID:19512974" "pubmed" 19512974 "create date:2009/06/11 | first author:Brauchli YB" 0 0 2009
"233" 675 1 1 0 0 0 0 0 "Are individuals with an autoimmune disease at higher risk of a second autoimmune disorder?" "/pubmed/19224981" "Somers EC, Thomas SL, Smeeth L, Hall AJ." "Am J Epidemiol. 2009 Mar 15;169(6):749-55. doi: 10.1093/aje/kwn408. Epub 2009 Feb 18." "Am J Epidemiol.  2009" "PubMed" "citation" "PMID:19224981" "pubmed" 19224981 "create date:2009/02/20 | first author:Somers EC" 0 0 2009
"234" 678 1 1 0 0 0 0 0 "Attention-deficit hyperactivity disorder: treatment discontinuation in adolescents and young adults." "/pubmed/19252159" "McCarthy S, Asherson P, Coghill D, Hollis C, Murray M, Potts L, Sayal K, de Soysa R, Taylor E, Williams T, Wong IC." "Br J Psychiatry. 2009 Mar;194(3):273-7. doi: 10.1192/bjp.bp.107.045245." "Br J Psychiatry.  2009" "PubMed" "citation" "PMID:19252159" "pubmed" 19252159 "create date:2009/03/03 | first author:McCarthy S" 0 0 2009
"235" 679 1 1 0 0 0 0 0 "Trends in drug misuse recorded in primary care in the UK from 1998 to 2005." "/pubmed/18836199" "Frisher M, Martino O, Crome I, Croft P." "J Public Health (Oxf). 2009 Mar;31(1):69-73. doi: 10.1093/pubmed/fdn081. Epub 2008 Oct 4." "J Public Health (Oxf).  2009" "PubMed" "citation" "PMID:18836199" "pubmed" 18836199 "create date:2008/10/07 | first author:Frisher M" 0 0 2008
"236" 686 1 1 1 0 0 0 0 "Effect of antibiotics for otitis media on mastoiditis in children: a retrospective cohort study using the United kingdom general practice research database." "/pubmed/19171605" "Thompson PL, Gilbert RE, Long PF, Saxena S, Sharland M, Wong IC." "Pediatrics. 2009 Feb;123(2):424-30. doi: 10.1542/peds.2007-3349." "Pediatrics.  2009" "PubMed" "citation" "PMID:19171605" "pubmed" 19171605 "create date:2009/01/28 | first author:Thompson PL" 0 0 2009
"237" 688 1 1 0 0 0 0 0 "The case-crossover study design in pharmacoepidemiology." "/pubmed/18765504" "Delaney JA, Suissa S." "Stat Methods Med Res. 2009 Feb;18(1):53-65. doi: 10.1177/0962280208092346. Epub 2008 Sep 2." "Stat Methods Med Res.  2009" "PubMed" "citation" "PMID:18765504" "pubmed" 18765504 "create date:2008/09/04 | first author:Delaney JA" 0 0 2008
"239" 690 1 1 0 1 0 0 0 "Study of adverse outcomes in women using testosterone therapy." "/pubmed/19108962" "van Staa TP, Sprafka JM." "Maturitas. 2009 Jan 20;62(1):76-80. doi: 10.1016/j.maturitas.2008.11.001. Epub 2008 Dec 24." "Maturitas.  2009" "PubMed" "citation" "PMID:19108962" "pubmed" 19108962 "create date:2008/12/26 | first author:van Staa TP" 1 1 2008
"240" 691 1 1 0 0 0 0 0 "Improved glycaemic control by switching from insulin NPH to insulin glargine: a retrospective observational study." "/pubmed/19152692" "Sharplin P, Gordon J, Peters JR, Tetlow AP, Longman AJ, McEwan P." "Cardiovasc Diabetol. 2009 Jan 19;8:3. doi: 10.1186/1475-2840-8-3." "Cardiovasc Diabetol.  2009" "PubMed" "citation" "PMID:19152692 | PMCID:PMC2637245" "pubmed" 19152692 "create date:2009/01/21 | first author:Sharplin P" 0 0 2009
"241" 694 1 1 1 1 1 0 0 "The epidemiology of haemochromatosis: a population-based study." "/pubmed/18945251" "Crooks CJ, West J, Solaymani-Dodaran M, Card TR." "Aliment Pharmacol Ther. 2009 Jan;29(2):183-92. doi: 10.1111/j.1365-2036.2008.03874.x. Epub 2008 Oct 20." "Aliment Pharmacol Ther.  2009" "PubMed" "citation" "PMID:18945251" "pubmed" 18945251 "create date:2008/10/24 | first author:Crooks CJ" 1 1 2008
"242" 695 1 1 1 1 0 0 0 "Prescribing trends in asthma: a longitudinal observational study." "/pubmed/18701558" "Turner S, Thomas M, von Ziegenweidt J, Price D." "Arch Dis Child. 2009 Jan;94(1):16-22. doi: 10.1136/adc.2008.140681. Epub 2008 Aug 13." "Arch Dis Child.  2009" "PubMed" "citation" "PMID:18701558" "pubmed" 18701558 "create date:2008/08/15 | first author:Turner S" 1 1 2008
"243" 696 1 1 1 0 0 0 0 "Prevalence and predictors of lipid abnormalities in patients treated with statins in the UK general practice." "/pubmed/18457840" "Phatak H, Wentworth C, Sazonov V, Burke T." "Atherosclerosis. 2009 Jan;202(1):225-33. doi: 10.1016/j.atherosclerosis.2008.03.016. Epub 2008 Mar 27." "Atherosclerosis.  2009" "PubMed" "citation" "PMID:18457840" "pubmed" 18457840 "create date:2008/05/07 | first author:Phatak H" 0 0 2008
"244" 697 1 1 1 0 0 0 0 "The risk of venous thromboembolism associated with the use of tranexamic acid and other drugs used to treat menorrhagia: a case-control study using the General Practice Research Database." "/pubmed/19016686" "Sundström A, Seaman H, Kieler H, Alfredsson L." "BJOG. 2009 Jan;116(1):91-7. doi: 10.1111/j.1471-0528.2008.01926.x. Epub 2008 Nov 11." "BJOG.  2009" "PubMed" "citation" "PMID:19016686" "pubmed" 19016686 "create date:2008/11/20 | first author:Sundström A" 0 0 2008
"246" 712 1 1 0 0 0 0 0 "Psoriasis and the risk of incident diabetes mellitus: a population-based study." "/pubmed/18782318" "Brauchli YB, Jick SS, Meier CR." "Br J Dermatol. 2008 Dec;159(6):1331-7. doi: 10.1111/j.1365-2133.2008.08814.x. Epub 2008 Sep 6." "Br J Dermatol.  2008" "PubMed" "citation" "PMID:18782318" "pubmed" 18782318 "create date:2008/09/11 | first author:Brauchli YB" 0 0 2008
"247" 714 1 1 1 0 0 0 0 "Panic disorder and risk of new onset coronary heart disease, acute myocardial infarction, and cardiac mortality: cohort study using the general practice research database." "/pubmed/18948354" "Walters K, Rait G, Petersen I, Williams R, Nazareth I." "Eur Heart J. 2008 Dec;29(24):2981-8. doi: 10.1093/eurheartj/ehn477. Epub 2008 Oct 23." "Eur Heart J.  2008" "PubMed" "citation" "PMID:18948354" "pubmed" 18948354 "create date:2008/10/25 | first author:Walters K" 0 0 2008
"248" 717 1 1 1 1 1 1 0 "Diagnostic codes for sudden cardiac death and ventricular arrhythmia functioned poorly to identify outpatient events in EPIC's General Practice Research Database." "/pubmed/18613261" "Hennessy S, Leonard CE, Palumbo CM, Bilker WB, Newcomb C, Kimmel SE." "Pharmacoepidemiol Drug Saf. 2008 Dec;17(12):1131-6. doi: 10.1002/pds.1632." "Pharmacoepidemiol Drug Saf.  2008" "PubMed" "citation" "PMID:18613261 | PMCID:PMC2596275" "pubmed" 18613261 "create date:2008/07/10 | first author:Hennessy S" 1 1 2008
"249" 718 1 1 1 1 0 0 0 "Use of hormonal contraceptive methods by women with diabetes." "/pubmed/19019754" "Shawe J, Mulnier H, Nicholls P, Lawrenson R." "Prim Care Diabetes. 2008 Dec;2(4):195-9. doi: 10.1016/j.pcd.2008.10.003. Epub 2008 Nov 18." "Prim Care Diabetes.  2008" "PubMed" "citation" "PMID:19019754" "pubmed" 19019754 "create date:2008/11/21 | first author:Shawe J" 1 1 2008
"250" 731 1 1 1 0 0 0 0 "Effect of maternal asthma, exacerbations and asthma medication use on congenital malformations in offspring: a UK population-based study." "/pubmed/18678701" "Tata LJ, Lewis SA, McKeever TM, Smith CJ, Doyle P, Smeeth L, Gibson JE, Hubbard RB." "Thorax. 2008 Nov;63(11):981-7. doi: 10.1136/thx.2008.098244. Epub 2008 Aug 4." "Thorax.  2008" "PubMed" "citation" "PMID:18678701" "pubmed" 18678701 "create date:2008/08/06 | first author:Tata LJ" 0 0 2008
"251" 734 1 1 0 0 0 0 0 "Endometriosis and its coexistence with irritable bowel syndrome and pelvic inflammatory disease: findings from a national case-control study--Part 2." "/pubmed/18715239" "Seaman HE, Ballard KD, Wright JT, de Vries CS." "BJOG. 2008 Oct;115(11):1392-6. doi: 10.1111/j.1471-0528.2008.01879.x. Epub 2008 Aug 19." "BJOG.  2008" "PubMed" "citation" "PMID:18715239" "pubmed" 18715239 "create date:2008/08/22 | first author:Seaman HE" 0 0 2008
"252" 738 1 1 0 0 0 0 0 "The safety of rosuvastatin in comparison with other statins in over 100,000 statin users in UK primary care." "/pubmed/18425988" "García-Rodríguez LA, Massó-González EL, Wallander MA, Johansson S." "Pharmacoepidemiol Drug Saf. 2008 Oct;17(10):943-52. doi: 10.1002/pds.1603." "Pharmacoepidemiol Drug Saf.  2008" "PubMed" "citation" "PMID:18425988" "pubmed" 18425988 "create date:2008/04/22 | first author:García-Rodríguez LA" 0 0 2008
"253" 739 1 1 0 0 0 0 0 "Proton-pump inhibitor use and the risk for community-acquired pneumonia." "/pubmed/18794558" "Sarkar M, Hennessy S, Yang YX." "Ann Intern Med. 2008 Sep 16;149(6):391-8." "Ann Intern Med.  2008" "PubMed" "citation" "PMID:18794558" "pubmed" 18794558 "create date:2008/09/17 | first author:Sarkar M" 0 0 2008
"254" 742 1 1 1 0 0 0 0 "Incidence of risk factors for myocardial infarction and other vascular diseases in patients with psoriasis." "/pubmed/18616778" "Kaye JA, Li L, Jick SS." "Br J Dermatol. 2008 Sep;159(4):895-902. doi: 10.1111/j.1365-2133.2008.08707.x. Epub 2008 Jul 4." "Br J Dermatol.  2008" "PubMed" "citation" "PMID:18616778" "pubmed" 18616778 "create date:2008/07/12 | first author:Kaye JA" 0 0 2008
"255" 744 1 1 0 0 0 0 0 "Explaining the decline in early mortality in men and women with type 2 diabetes: a population-based cohort study." "/pubmed/18509209" "Charlton J, Latinovic R, Gulliford MC." "Diabetes Care. 2008 Sep;31(9):1761-6. doi: 10.2337/dc08-0137. Epub 2008 May 28." "Diabetes Care.  2008" "PubMed" "citation" "PMID:18509209 | PMCID:PMC2518341" "pubmed" 18509209 "create date:2008/05/30 | first author:Charlton J" 0 0 2008
"256" 747 1 1 0 0 0 0 0 "Comorbidity, healthcare utilisation and process of care measures in patients with congenital heart disease in the UK: cross-sectional, population-based study with case-control analysis." "/pubmed/17646191" "Billett J, Cowie MR, Gatzoulis MA, Vonder Muhll IF, Majeed A." "Heart. 2008 Sep;94(9):1194-9. Epub 2007 Jul 23." "Heart.  2008" "PubMed" "citation" "PMID:17646191" "pubmed" 17646191 "create date:2007/07/25 | first author:Billett J" 0 0 2007
"257" 748 1 1 0 0 0 0 0 "Sex- and age-specific incidence of fractures in mental illness: a historical, population-based cohort study." "/pubmed/19193340" "Abel KM, Heatlie HF, Howard LM, Webb RT." "J Clin Psychiatry. 2008 Sep;69(9):1398-403." "J Clin Psychiatry.  2008" "PubMed" "citation" "PMID:19193340" "pubmed" 19193340 "create date:2009/02/06 | first author:Abel KM" 0 0 2009
"258" 750 1 1 0 0 0 0 0 "Initiation and persistence of warfarin or aspirin in patients with chronic atrial fibrillation in general practice: do the appropriate patients receive stroke prophylaxis?" "/pubmed/18573187" "Gallagher AM, Rietbrock S, Plumb J, van Staa TP." "J Thromb Haemost. 2008 Sep;6(9):1500-6. doi: 10.1111/j.1538-7836.2008.03059.x. Epub 2008 Jun 28." "J Thromb Haemost.  2008" "PubMed" "citation" "PMID:18573187" "pubmed" 18573187 "create date:2008/06/25 | first author:Gallagher AM" 0 0 2008
"260" 759 1 1 0 0 0 0 0 "Bullous pemphigoid and pemphigus vulgaris--incidence and mortality in the UK: population based cohort study." "/pubmed/18614511" "Langan SM, Smeeth L, Hubbard R, Fleming KM, Smith CJ, West J." "BMJ. 2008 Jul 9;337:a180. doi: 10.1136/bmj.a180." "BMJ.  2008" "PubMed" "citation" "PMID:18614511 | PMCID:PMC2483869" "pubmed" 18614511 "create date:2008/07/11 | first author:Langan SM" 0 0 2008
"261" 764 1 1 1 1 1 0 0 "Obesity and the use of insulin: a study of patients with type 2 diabetes in the UK." "/pubmed/18413211" "Yurgin N, Secnik K, Lage MJ." "J Diabetes Complications. 2008 Jul-Aug;22(4):235-40. doi: 10.1016/j.jdiacomp.2006.12.001. Epub 2008 Apr 16." "J Diabetes Complications.  2008" "PubMed" "citation" "PMID:18413211" "pubmed" 18413211 "create date:2008/04/17 | first author:Yurgin N" 1 1 2008
"262" 766 1 1 0 0 0 0 0 "Replicated studies of two randomized trials of angiotensin-converting enzyme inhibitors: further empiric validation of the 'prior event rate ratio' to adjust for unmeasured confounding by indication." "/pubmed/18327852" "Tannen RL, Weiner MG, Xie D." "Pharmacoepidemiol Drug Saf. 2008 Jul;17(7):671-85. doi: 10.1002/pds.1584." "Pharmacoepidemiol Drug Saf.  2008" "PubMed" "citation" "PMID:18327852" "pubmed" 18327852 "create date:2008/03/11 | first author:Tannen RL" 0 0 2008
"263" 774 1 1 1 0 0 0 0 "Comparison of tiotropium bromide and combined ipratropium/salbutamol for the treatment of COPD: a UK General Practice Research Database 12-month follow-up study." "/pubmed/18385913" "Griffin J, Lee S, Caiado M, Kesten S, Price D." "Prim Care Respir J. 2008 Jun;17(2):104-10. doi: 10.3132/pcrj.2008.00024." "Prim Care Respir J.  2008" "PubMed" "citation" "PMID:18385913" "pubmed" 18385913 "create date:2008/04/04 | first author:Griffin J" 0 0 2008
"264" 777 1 1 1 0 0 0 0 "Costs and persistence of carbonic anhydrase inhibitor versus alpha-2 agonists, associated with beta-blockers, in glaucoma and ocular hypertension: an analysis of the UK-GPRD database." "/pubmed/18413015" "Lafuma A, Berdeaux G." "Curr Med Res Opin. 2008 May;24(5):1519-27. doi: 10.1185/030079908X292038 . Epub 2008 Apr 14." "Curr Med Res Opin.  2008" "PubMed" "citation" "PMID:18413015" "pubmed" 18413015 "create date:2008/04/17 | first author:Lafuma A" 0 0 2008
"265" 779 1 1 1 0 0 0 0 "Epidemiologic features of antipsychotic prescribing to children and adolescents in primary care in the United Kingdom." "/pubmed/18450906" "Rani F, Murray ML, Byrne PJ, Wong IC." "Pediatrics. 2008 May;121(5):1002-9. doi: 10.1542/peds.2007-2008." "Pediatrics.  2008" "PubMed" "citation" "PMID:18450906" "pubmed" 18450906 "create date:2008/05/03 | first author:Rani F" 0 0 2008
"266" 781 1 1 0 0 0 0 0 "Evaluating drug toxicity signals: is a hierarchical classification of evidence useful or a hindrance?" "/pubmed/18322905" "van Staa TP, Smeeth L, Persson I, Parkinson J, Leufkens HG." "Pharmacoepidemiol Drug Saf. 2008 May;17(5):475-84. doi: 10.1002/pds.1568." "Pharmacoepidemiol Drug Saf.  2008" "PubMed" "citation" "PMID:18322905" "pubmed" 18322905 "create date:2008/03/07 | first author:van Staa TP" 0 0 2008
"267" 782 1 1 1 0 0 0 0 "Adverse events associated with prolonged antibiotic use." "/pubmed/18215001" "Meropol SB, Chan KA, Chen Z, Finkelstein JA, Hennessy S, Lautenbach E, Platt R, Schech SD, Shatin D, Metlay JP." "Pharmacoepidemiol Drug Saf. 2008 May;17(5):523-32. doi: 10.1002/pds.1547." "Pharmacoepidemiol Drug Saf.  2008" "PubMed" "citation" "PMID:18215001" "pubmed" 18215001 "create date:2008/01/25 | first author:Meropol SB" 0 0 2008
"268" 787 1 1 0 0 0 0 0 "Onset of acute myocardial infarction after use of non-steroidal anti-inflammatory drugs." "/pubmed/18302311" "Hammad TA, Graham DJ, Staffa JA, Kornegay CJ, Dal Pan GJ." "Pharmacoepidemiol Drug Saf. 2008 Apr;17(4):315-21. doi: 10.1002/pds.1560." "Pharmacoepidemiol Drug Saf.  2008" "PubMed" "citation" "PMID:18302311" "pubmed" 18302311 "create date:2008/02/28 | first author:Hammad TA" 0 0 2008
"269" 788 1 1 0 0 0 0 0 "Infections presenting for clinical care in early life and later risk of hay fever in two UK birth cohorts." "/pubmed/18269673" "Bremner SA, Carey IM, DeWilde S, Richards N, Maier WC, Hilton SR, Strachan DP, Cook DG." "Allergy. 2008 Mar;63(3):274-83. doi: 10.1111/j.1398-9995.2007.01599.x." "Allergy.  2008" "PubMed" "citation" "PMID:18269673" "pubmed" 18269673 "create date:2008/02/14 | first author:Bremner SA" 0 0 2008
"270" 790 1 1 1 0 0 0 1 "No association between routinely recorded infections in early life and subsequent risk of childhood-onset Type 1 diabetes: a matched case-control study using the UK General Practice Research Database." "/pubmed/18201209" "Cardwell CR, Carson DJ, Patterson CC." "Diabet Med. 2008 Mar;25(3):261-7. doi: 10.1111/j.1464-5491.2007.02351.x. Epub 2008 Jan 14." "Diabet Med.  2008" "PubMed" "citation" "PMID:18201209" "pubmed" 18201209 "create date:2008/01/19 | first author:Cardwell CR" 0 1 2008
"271" 796 1 1 1 0 0 0 0 "Nonsteroidal anti-inflammatory drug use and the risk of severe skin and soft tissue complications in patients with varicella or zoster disease." "/pubmed/18251759" "Mikaeloff Y, Kezouh A, Suissa S." "Br J Clin Pharmacol. 2008 Feb;65(2):203-9. doi: 10.1111/j.1365-2125.2007.02997.x. Erratum in: Br J Clin Pharmacol. 2010 Jun;69(6):722. " "Br J Clin Pharmacol.  2008" "PubMed" "citation" "PMID:18251759 | PMCID:PMC2291221" "pubmed" 18251759 "create date:2008/02/07 | first author:Mikaeloff Y" 0 0 2008
"273" 801 1 1 0 1 1 0 0 "Mortality after infection with methicillin-resistant Staphylococcus aureus (MRSA) diagnosed in the community." "/pubmed/18234115" "Delaney JA, Schneider-Lindner V, Brassard P, Suissa S." "BMC Med. 2008 Jan 31;6:2. doi: 10.1186/1741-7015-6-2." "BMC Med.  2008" "PubMed" "citation" "PMID:18234115 | PMCID:PMC2259374" "pubmed" 18234115 "create date:2008/02/01 | first author:Delaney JA" 1 1 2008
"274" 802 1 1 0 0 0 0 0 "The importance of anaemia in diagnosing colorectal cancer: a case-control study using electronic primary care records." "/pubmed/18219289" "Hamilton W, Lancashire R, Sharp D, Peters TJ, Cheng KK, Marshall T." "Br J Cancer. 2008 Jan 29;98(2):323-7. doi: 10.1038/sj.bjc.6604165. Epub 2008 Jan 22." "Br J Cancer.  2008" "PubMed" "citation" "PMID:18219289 | PMCID:PMC2361444" "pubmed" 18219289 "create date:2008/01/26 | first author:Hamilton W" 0 0 2008
"276" 805 1 1 1 0 1 0 0 "Endoscopic findings in a cohort of newly diagnosed gastroesophageal reflux disease patients registered in a UK primary care database." "/pubmed/18430107" "Ruigómez A, Rodríguez LA, Wallander MA, Johansson S, Dent J." "Dis Esophagus. 2008;21(3):251-6. doi: 10.1111/j.1442-2050.2007.00768.x." "Dis Esophagus.  2008" "PubMed" "citation" "PMID:18430107" "pubmed" 18430107 "create date:2008/04/24 | first author:Ruigómez A" 1 1 2008
