"","code","coding_system","description","entity","list_name","upload_date","BNF_code","BNF_header","drug_substance_name"
"430",5170,"CPRD_product_code","SALAMOL cfc free inh 100micrograms/inhalation","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"431",5172,"CPRD_product_code","SERETIDE 250 EVOHALER 25micrograms + 250micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","FLUTICASONE PROPIONATE"
"432",5185,"CPRD_product_code","FENOTEROL inh 200micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","FENOTEROL HYDROBROMIDE"
"433",5223,"CPRD_product_code","FLUTICASONE cfc free inh 50micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","FLUTICASONE PROPIONATE"
"434",5261,"CPRD_product_code","NUELIN SA-250 tabs","drug","38 - asthma_drugs","2014-01-27",3010300,"Theophylline","THEOPHYLLINE"
"435",5308,"CPRD_product_code","TERBUTALINE respirator soln 2.5mg/ml","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","TERBUTALINE SULPHATE"
"436",5309,"CPRD_product_code","FLIXOTIDE EVOHALER 50micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","FLUTICASONE PROPIONATE"
"437",534,"CPRD_product_code","ATROVENT inh 20micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3010200,"Antimuscarinic bronchodilators","IPRATROPIUM BROMIDE"
"438",5453,"CPRD_product_code","UNIPHYLLIN CONTINUS tabs 400mg","drug","38 - asthma_drugs","2014-01-27",3010300,"Theophylline","THEOPHYLLINE"
"439",549,"CPRD_product_code","SEREVENT inh 25micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALMETEROL"
"440",5516,"CPRD_product_code","SALAMOL EASI-BREATHE cfc/free b/act inh 100micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"441",5521,"CPRD_product_code","BECLOMETASONE breath act pwdr inh 200micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"442",5522,"CPRD_product_code","BECLOMETASONE breath act pwdr inh 100micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"443",555,"CPRD_product_code","AMINOPHYLLINE mr tab 225mg","drug","38 - asthma_drugs","2014-01-27",3010300,"Theophylline","AMINOPHYLLINE"
"444",5551,"CPRD_product_code","FLIXOTIDE NEBULES 500micrograms/2ml","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","FLUTICASONE PROPIONATE"
"445",5558,"CPRD_product_code","SALMETEROL + FLUTICASONE dry pdr inh 50micrograms+ 500micrograms/inhalation","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","FLUTICASONE PROPIONATE"
"446",556,"CPRD_product_code","COMBIVENT inh 20mcg + 100mcg","drug","38 - asthma_drugs","2014-01-27",3010200,"Antimuscarinic bronchodilators","IPRATROPIUM BROMIDE"
"447",5580,"CPRD_product_code","FLIXOTIDE ACCUHALER 50micrograms/inhalation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","FLUTICASONE PROPIONATE"
"448",5683,"CPRD_product_code","FLIXOTIDE EVOHALER 250micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","FLUTICASONE PROPIONATE"
"449",5718,"CPRD_product_code","FLIXOTIDE EVOHALER 125micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","FLUTICASONE PROPIONATE"
"450",5740,"CPRD_product_code","AIROMIR AUTOHALER cfc/free b/act inh 100micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"451",5753,"CPRD_product_code","SALBUTAMOL disc 400micrograms","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"452",5804,"CPRD_product_code","BECLOMETASONE breath act pwdr inh 250micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"453",5822,"CPRD_product_code","FLUTICASONE cfc free inh 250micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","FLUTICASONE PROPIONATE"
"454",5837,"CPRD_product_code","SALAMOL STERI-NEB unit dose neb soln 5mg/2.5ml","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"455",5864,"CPRD_product_code","SALMETEROL + FLUTICASONE cfc free inh 25micrograms + 250micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","FLUTICASONE PROPIONATE"
"456",5885,"CPRD_product_code","FLUTICASONE breath act pwdr inh 100micrograms/inhalation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","FLUTICASONE PROPIONATE"
"457",5889,"CPRD_product_code","SALAMOL cfc free inh 100micrograms/inhalation","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"458",5898,"CPRD_product_code","SALAMOL STERI-NEB unit dose neb soln 2.5mg/2.5ml","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"459",590,"CPRD_product_code","PHYLLOCONTIN CONTINUS tabs 225mg","drug","38 - asthma_drugs","2014-01-27",3010300,"Theophylline","AMINOPHYLLINE HYDRATE"
"460",5941,"CPRD_product_code","UNIPHYLLIN CONTINUS tabs 300mg","drug","38 - asthma_drugs","2014-01-27",3010300,"Theophylline","THEOPHYLLINE"
"461",5942,"CPRD_product_code","SALMETEROL + FLUTICASONE dry pdr inh 50micrograms + 250micrograms/inhalation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","SALMETEROL XINAFOATE"
"462",5975,"CPRD_product_code","FLUTICASONE cfc free inh 125micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","FLUTICASONE PROPIONATE"
"463",5992,"CPRD_product_code","BECLOMETASONE breath act pwdr inh 50micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"464",6050,"CPRD_product_code","SPIRIVA inh caps 18 micrograms","drug","38 - asthma_drugs","2014-01-27",3010200,"Antimuscarinic bronchodilators","TIOTROPIUM BROMIDE MONOHYDRATE"
"465",6081,"CPRD_product_code","IPRATROPIUM BROMIDE breath act inh 20micrograms/dose","drug","38 - asthma_drugs","2014-01-27",3010200,"Antimuscarinic bronchodilators","IPRATROPIUM BROMIDE"
"466",6315,"CPRD_product_code","SLO-PHYLLIN caps 250mg","drug","38 - asthma_drugs","2014-01-27",3010300,"Theophylline","THEOPHYLLINE"
"467",6325,"CPRD_product_code","SYMBICORT TURBOHALER 200micrograms + 6micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","BUDESONIDE"
"468",638,"CPRD_product_code","SERETIDE 250 ACCUHALER","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","SALMETEROL XINAFOATE"
"469",6462,"CPRD_product_code","SALBUTAMOL breath act pwdr inh 95micrograms","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"470",6512,"CPRD_product_code","ATROVENT cfc free inh 20micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3010200,"Antimuscarinic bronchodilators","IPRATROPIUM BROMIDE"
"471",6522,"CPRD_product_code","IPRATROPIUM BROMIDE cfc free inh 20micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3010200,"Antimuscarinic bronchodilators","IPRATROPIUM BROMIDE"
"472",6526,"CPRD_product_code","FORMOTEROL FUMARATE inh caps 12mcg","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","FORMOTEROL FUMARATE"
"473",6569,"CPRD_product_code","SALMETEROL + FLUTICASONE cfc free inh 25micrograms + 125micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","FLUTICASONE PROPIONATE"
"474",6616,"CPRD_product_code","SALMETEROL + FLUTICASONE cfc free inh 25micrograms + 50micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","FLUTICASONE PROPIONATE"
"475",665,"CPRD_product_code","SERETIDE 100 ACCUHALER","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","FLUTICASONE PROPIONATE"
"476",6719,"CPRD_product_code","IPRATROPIUM BROMIDE nebuliser soln 500micrograms/2ml","drug","38 - asthma_drugs","2014-01-27",3010200,"Antimuscarinic bronchodilators","IPRATROPIUM BROMIDE"
"477",674,"CPRD_product_code","VENTOLIN NEBULES 2.5mg","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"478",6746,"CPRD_product_code","BUDESONIDE + FORMOTEROL breath act pwdr inh 400micrograms + 12micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BUDESONIDE"
"479",6758,"CPRD_product_code","STERI-NEB IPRATROPIUM unit dose neb soln 250micrograms/ml","drug","38 - asthma_drugs","2014-01-27",3010200,"Antimuscarinic bronchodilators","IPRATROPIUM BROMIDE"
"480",6772,"CPRD_product_code","IPRATROPIUM BROMIDE nebuliser soln 250micrograms/ml","drug","38 - asthma_drugs","2014-01-27",3010200,"Antimuscarinic bronchodilators","IPRATROPIUM BROMIDE"
"481",6780,"CPRD_product_code","SYMBICORT TURBOHALER 400micrograms + 12micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","FORMOTEROL FUMARATE"
"482",6796,"CPRD_product_code","BUDESONIDE + FORMOTEROL breath act pwdr inh 200micrograms + 6micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","FORMOTEROL FUMARATE"
"483",6839,"CPRD_product_code","ALVESCO cfc free inh 160micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","CICLESONIDE"
"484",6911,"CPRD_product_code","ATROVENT UDVs neb soln 250micrograms/1ml","drug","38 - asthma_drugs","2014-01-27",3010200,"Antimuscarinic bronchodilators","IPRATROPIUM BROMIDE"
"485",6938,"CPRD_product_code","SALMETEROL + FLUTICASONE dry pdr inh 50micrograms + 100micrograms/inhalation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","FLUTICASONE PROPIONATE"
"486",696,"CPRD_product_code","SALBUTAMOL mr cap 8mg","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"487",6988,"CPRD_product_code","AMINOPHYLLINE HYDRATE mr tab 100mg","drug","38 - asthma_drugs","2014-01-27",3010300,"Theophylline","AMINOPHYLLINE HYDRATE"
"488",7013,"CPRD_product_code","SYMBICORT TURBOHALER 100micrograms + 6micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","FORMOTEROL FUMARATE"
"489",7017,"CPRD_product_code","SALBUTAMOL breath act pwdr inh 100micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"490",7133,"CPRD_product_code","FORMOTEROL FUMARATE breath act inh 12micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","FORMOTEROL FUMARATE"
"491",7140,"CPRD_product_code","ATROVENT UDVs neb soln 500micrograms/2ml","drug","38 - asthma_drugs","2014-01-27",3010200,"Antimuscarinic bronchodilators","IPRATROPIUM BROMIDE"
"492",719,"CPRD_product_code","SALMETEROL breath act pwdr inh 50micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALMETEROL"
"493",7192,"CPRD_product_code","BAMBUTEROL tabs 10mg","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","BAMBUTEROL HYDROCHLORIDE"
"494",7268,"CPRD_product_code","SEREVENT EVOHALER cfc free inh 25micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALMETEROL"
"495",7270,"CPRD_product_code","SALMETEROL cfc free inh 25micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALMETEROL"
"496",7356,"CPRD_product_code","CICLESONIDE cfc free inh 80micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","CICLESONIDE"
"497",746,"CPRD_product_code","TIOTROPIUM inh caps 18 micrograms","drug","38 - asthma_drugs","2014-01-27",3010200,"Antimuscarinic bronchodilators","TIOTROPIUM BROMIDE MONOHYDRATE"
"498",7576,"CPRD_product_code","BECLOMETHASONE DIPROPRIONATE CART 200 MCG","drug","38 - asthma_drugs","2014-01-27",0,"",""
"499",7602,"CPRD_product_code","FLUTICASONE disc 50micrograms","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","FLUTICASONE PROPIONATE"
"500",7638,"CPRD_product_code","FLUTICASONE disc 250micrograms","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","FLUTICASONE PROPIONATE"
"501",7653,"CPRD_product_code","BECLOMETASONE inh caps 400micrograms","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"502",7711,"CPRD_product_code","TERBUTALINE spacer inh 250micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","TERBUTALINE SULPHATE"
"503",7730,"CPRD_product_code","THEO-DUR tabs 300mg","drug","38 - asthma_drugs","2014-01-27",3010300,"Theophylline","THEOPHYLLINE"
"504",7731,"CPRD_product_code","THEO-DUR tabs 200mg","drug","38 - asthma_drugs","2014-01-27",3010300,"Theophylline","THEOPHYLLINE"
"505",7732,"CPRD_product_code","THEOPHYLLINE mr tab 300mg","drug","38 - asthma_drugs","2014-01-27",3010300,"Theophylline","THEOPHYLLINE"
"506",7733,"CPRD_product_code","THEOPHYLLINE mr tab 250mg","drug","38 - asthma_drugs","2014-01-27",3010300,"Theophylline","THEOPHYLLINE"
"507",7788,"CPRD_product_code","BUDESONIDE breath act pwdr inh 100micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BUDESONIDE"
"508",7832,"CPRD_product_code","CHOLINE THEOPHYLLINATE tabs 200mg","drug","38 - asthma_drugs","2014-01-27",3010300,"Theophylline","CHOLINE THEOPHYLLINATE"
"509",7841,"CPRD_product_code","NUELIN tabs 125mg","drug","38 - asthma_drugs","2014-01-27",3010300,"Theophylline","THEOPHYLLINE"
"510",7891,"CPRD_product_code","FLUTICASONE disc 500micrograms","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","FLUTICASONE PROPIONATE"
"511",7935,"CPRD_product_code","MAXIVENT inh 100micrograms/inhalation","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"512",7948,"CPRD_product_code","FLUTICASONE breath act pwdr inh 250micrograms/inhalation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","FLUTICASONE PROPIONATE"
"513",7954,"CPRD_product_code","BRICANYL spacer inh","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","TERBUTALINE SULPHATE"
"514",7964,"CPRD_product_code","BECLOMETASONE neb susp 50micrograms/ml","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"515",7965,"CPRD_product_code","SALBUTAMOL respirator soln 5mg/ml","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"516",7972,"CPRD_product_code","INTAL FISONAIR inh 5mg/inhalation","drug","38 - asthma_drugs","2014-01-27",3030100,"Cromoglicate and related therapy","SODIUM CROMOGLICATE"
"517",8,"CPRD_product_code","SALBUTAMOL inh 100micrograms/inhalation","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"518",8056,"CPRD_product_code","AMINOPHYLLINE tabs 100mg","drug","38 - asthma_drugs","2014-01-27",3010300,"Theophylline","AMINOPHYLLINE"
"519",8057,"CPRD_product_code","AMINOPHYLLINE mr tab 100mg","drug","38 - asthma_drugs","2014-01-27",3010300,"Theophylline","AMINOPHYLLINE"
"520",8111,"CPRD_product_code","BECLOFORTE VM pack 250micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"521",8215,"CPRD_product_code","TILADE inh 2mg/inhalation","drug","38 - asthma_drugs","2014-01-27",3030100,"Cromoglicate and related therapy","NEDOCROMIL SODIUM"
"522",8267,"CPRD_product_code","SODIUM CROMOGLICATE + SALBUTAMOL inh","drug","38 - asthma_drugs","2014-01-27",3030100,"Cromoglicate and related therapy","SALBUTAMOL"
"523",8333,"CPRD_product_code","IPRATROPIUM BROMIDE inh caps 40mcg","drug","38 - asthma_drugs","2014-01-27",3010200,"Antimuscarinic bronchodilators","IPRATROPIUM BROMIDE"
"524",8339,"CPRD_product_code","FENOTEROL HYDROBROMIDE COMPLETE UNIT INH","drug","38 - asthma_drugs","2014-01-27",0,"",""
"525",8433,"CPRD_product_code","BUDESONIDE inh 100micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BUDESONIDE"
"526",8470,"CPRD_product_code","AMINOPHYLLINE 225 MG SUP","drug","38 - asthma_drugs","2014-01-27",0,"",""
"527",8498,"CPRD_product_code","SODIUM CROMOGLICATE neb soln 10mg/ml","drug","38 - asthma_drugs","2014-01-27",3030100,"Cromoglicate and related therapy","SODIUM CROMOGLICATE"
"528",8522,"CPRD_product_code","TERBUTALINE mr tab 7.5mg","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","TERBUTALINE SULPHATE"
"529",856,"CPRD_product_code","VENTOLIN sf syrp 2mg/5ml","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"530",8608,"CPRD_product_code","NEDOCROMIL SODIUM inh 2mg/inhalation","drug","38 - asthma_drugs","2014-01-27",3030100,"Cromoglicate and related therapy","NEDOCROMIL SODIUM"
"531",8610,"CPRD_product_code","AMINOPHYLLINE 1 GM SUP","drug","38 - asthma_drugs","2014-01-27",0,"",""
"532",862,"CPRD_product_code","SALBULIN inh","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"533",863,"CPRD_product_code","SLO-PHYLLIN caps 125mg","drug","38 - asthma_drugs","2014-01-27",3010300,"Theophylline","THEOPHYLLINE"
"534",8635,"CPRD_product_code","FLIXOTIDE disc 50micrograms","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","FLUTICASONE PROPIONATE"
"535",8653,"CPRD_product_code","AMINOPHYLLINE 360 MG SUP","drug","38 - asthma_drugs","2014-01-27",0,"",""
"536",8676,"CPRD_product_code","TERBUTALINE respirator soln 10mg/ml","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","TERBUTALINE SULPHATE"
"537",879,"CPRD_product_code","THEOPHYLLINE mr cap 125mg","drug","38 - asthma_drugs","2014-01-27",3010300,"Theophylline","THEOPHYLLINE"
"538",880,"CPRD_product_code","THEOPHYLLINE mr cap 60mg","drug","38 - asthma_drugs","2014-01-27",3010300,"Theophylline","THEOPHYLLINE"
"539",8806,"CPRD_product_code","PHYLLOCONTIN CONTINUS forte tabs 350mg","drug","38 - asthma_drugs","2014-01-27",3010300,"Theophylline","AMINOPHYLLINE HYDRATE"
"540",881,"CPRD_product_code","SALBUTAMOL tabs 2mg","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"541",882,"CPRD_product_code","SALBUTAMOL inh caps 200micrograms","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"542",883,"CPRD_product_code","BECODISKS disc 200micrograms","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"543",895,"CPRD_product_code","BECLAZONE EASI-BREATHE breath act inh 100micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"544",8955,"CPRD_product_code","THEOPHYLLINE 100 MG TAB","drug","38 - asthma_drugs","2014-01-27",0,"",""
"545",896,"CPRD_product_code","BECOTIDE EASI-BREATHE breath act inh 100micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"546",898,"CPRD_product_code","VENTOLIN EVOHALER 100micrograms/inhalation","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"547",907,"CPRD_product_code","BRICANYL TURBOHALER 500micrograms","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","TERBUTALINE SULPHATE"
"548",908,"CPRD_product_code","PULMICORT TURBOHALER breath act pwdr inh 400micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BUDESONIDE"
"549",909,"CPRD_product_code","BUDESONIDE inh 200micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BUDESONIDE"
"550",9092,"CPRD_product_code","THEOPHYLLINE mr tab 350mg","drug","38 - asthma_drugs","2014-01-27",3010300,"Theophylline","THEOPHYLLINE"
"551",910,"CPRD_product_code","SEREVENT DISKHALER 50micrograms","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALMETEROL"
"552",911,"CPRD_product_code","FLIXOTIDE ACCUHALER 250micrograms/inhalation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","FLUTICASONE PROPIONATE"
"553",9164,"CPRD_product_code","FLUTICASONE breath act pwdr inh 50micrograms/inhalation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","FLUTICASONE PROPIONATE"
"554",9233,"CPRD_product_code","BECLOMETASONE inh caps 200micrograms","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"555",9270,"CPRD_product_code","IPRATROPIUM BROMIDE + FENOTEROL HYDROBROMIDE unit dose neb soln 500micrograms + 1.25mg/4ml","drug","38 - asthma_drugs","2014-01-27",3010200,"Antimuscarinic bronchodilators","IPRATROPIUM BROMIDE"
"556",9384,"CPRD_product_code","SALBUTAMOL mr cap 4mg","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"557",942,"CPRD_product_code","AEROLIN AUTOHALER breath act inh 100micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"558",947,"CPRD_product_code","BUDESONIDE refill canister 50micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BUDESONIDE"
"559",9477,"CPRD_product_code","ASMABEC spacehaler 100micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"560",956,"CPRD_product_code","PULMICORT TURBOHALER breath act pwdr inh 200micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BUDESONIDE"
"561",957,"CPRD_product_code","SALAMOL EASI-BREATHE breath act inh 100micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"562",9571,"CPRD_product_code","BECLOMETASONE vortex inh 250micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"563",9577,"CPRD_product_code","ASMABEC CLICKHALER dry pdr inh 50micrograms","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"564",958,"CPRD_product_code","VENTOLIN EASI-BREATHE breath act inh 100micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
"565",959,"CPRD_product_code","BUDESONIDE inh 50micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BUDESONIDE"
"566",9599,"CPRD_product_code","BECLAZONE inh 50micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BECLOMETASONE DIPROPIONATE"
"567",960,"CPRD_product_code","PULMICORT TURBOHALER breath act pwdr inh 100micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3020000,"Corticosteroids (inhaled for respiratory conditions)","BUDESONIDE"
"568",9635,"CPRD_product_code","ZADITEN sf elixir 1mg/5ml","drug","38 - asthma_drugs","2014-01-27",3030100,"Cromoglicate and related therapy","KETOTIFEN HYDROGEN FUMARATE"
"569",964,"CPRD_product_code","SODIUM CROMOGLICATE inh 5mg/inhalation","drug","38 - asthma_drugs","2014-01-27",3030100,"Cromoglicate and related therapy","SODIUM CROMOGLICATE"
"570",9651,"CPRD_product_code","ASMASAL spacehaler 100micrograms/inhalation","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL"
"571",9681,"CPRD_product_code","ATROVENT AEROHALER 40mcg","drug","38 - asthma_drugs","2014-01-27",3010200,"Antimuscarinic bronchodilators","IPRATROPIUM BROMIDE"
"572",9711,"CPRD_product_code","FORMOTEROL FUMARATE breath act inh 6 micrograms/actuation","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","FORMOTEROL FUMARATE"
"573",987,"CPRD_product_code","VENTOLIN tabs 4mg","drug","38 - asthma_drugs","2014-01-27",3010101,"Selective beta-2-agonists","SALBUTAMOL SULPHATE"
